Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Area,Age,Rings,Rings Actual & Predicted
1,1,1,0,1,1,0,1,1,1,1,1.0
1,1,1,0,1,1,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,0,1,1.0
1,1,1,1,0,1,1,1,0,0,0,1.0
1,1,1,0,1,1,1,0,0,0,1,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,1,0,1,1,0,0,1,1.0
1,1,1,0,1,1,0,1,1,1,1,1.0
0,1,1,0,0,0,1,1,0,0,0,1.0
1,1,1,0,1,1,0,1,1,1,1,1.0
1,1,1,1,0,0,1,1,1,0,1,1.0
1,1,1,1,0,0,0,1,0,0,1,1.0
1,1,1,0,0,0,1,0,1,1,0,1.0
1,1,0,1,0,0,0,1,0,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,1,0,0,1,0,1,0,0,1,1.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,0,0,0,0,0,0,0,1,0.0
1,1,1,1,0,0,1,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,0,1,1.0
1,1,1,1,0,0,0,0,0,1,0,0.0
1,1,1,1,0,0,0,1,1,1,1,1.0
0,0,0,0,0,1,1,1,0,0,0,0.0
1,1,1,0,0,0,0,0,1,1,0,1.0
1,1,1,1,0,0,1,1,1,1,1,1.0
1,1,1,0,0,1,0,1,0,0,0,1.0
0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,0,0,1,1,1,1.0
1,1,1,1,0,0,1,1,0,1,1,1.0
1,1,1,1,0,1,0,1,1,1,1,1.0
1,1,1,0,0,0,0,1,0,0,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
0,0,0,0,1,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0,0.0
1,1,0,0,0,0,0,0,0,0,1,1.0
1,1,1,0,0,1,1,1,1,1,1,1.0
1,1,0,0,0,0,1,1,0,1,1,1.0
1,1,0,0,0,1,0,1,0,1,1,1.0
0,1,0,0,0,1,0,1,1,1,1,1.0
1,0,1,0,0,0,1,1,0,1,1,1.0
1,1,0,0,0,0,0,1,0,1,1,1.0
1,1,0,1,0,0,0,0,0,1,0,1.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
1,1,0,0,0,0,0,1,1,1,1,1.0
0,0,0,0,1,1,0,1,1,1,1,1.0
1,1,1,1,0,0,1,0,0,1,1,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,1,0,1,1,1,1,1,1,1.0
0,0,0,0,0,0,0,1,0,0,1,1.0
0,1,0,1,0,0,0,0,0,1,1,0.0
1,1,1,1,0,1,1,1,0,1,1,1.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,0,0,0,1,0,1,1,1,1.0
1,1,1,0,1,1,1,1,0,1,0,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,0,0,1,1,0,1,1,1,1,1.0
0,0,0,0,0,0,1,0,0,1,1,0.0
1,1,0,1,0,0,1,0,1,1,1,1.0
0,0,0,0,0,0,0,1,0,0,0,1.0
0,0,0,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
0,0,0,0,0,0,1,1,0,1,1,1.0
0,0,0,0,0,0,0,1,0,0,1,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,0,1,0,0,1,1.0
1,1,1,1,0,1,1,1,0,1,1,1.0
1,1,1,0,0,1,0,1,0,1,1,1.0
1,0,0,1,1,0,1,0,0,1,1,1.0
0,1,1,0,0,1,1,0,0,0,1,0.0
1,1,1,0,0,0,0,1,0,0,0,1.0
0,0,0,1,0,0,0,1,0,0,0,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,1,1,1,1,0,0,1,1.0
0,0,0,1,0,0,1,1,0,1,0,1.0
0,0,0,0,0,0,1,1,1,1,1,1.0
1,1,0,0,0,0,0,0,1,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,0,0,0,0,1,1,0,0,0,1.0
1,1,1,0,1,0,0,1,0,1,1,1.0
1,0,0,0,0,0,0,1,0,1,1,1.0
0,0,0,0,0,0,0,1,0,1,0,1.0
1,1,1,0,0,0,0,0,1,1,1,1.0
1,1,1,0,1,1,1,1,1,1,1,1.0
0,1,0,0,0,0,1,0,0,0,0,0.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,0,0,0,0,0,1,0,1,1,1.0
0,1,0,0,0,0,0,1,1,1,1,1.0
0,0,0,0,0,0,1,0,0,1,1,0.0
1,1,1,0,0,0,1,0,0,0,0,0.0
0,1,0,1,0,0,1,0,1,1,0,0.0
0,0,0,0,0,0,0,1,1,1,1,1.0
1,1,1,1,0,0,1,1,0,0,1,1.0
1,1,1,1,0,0,1,1,0,1,1,1.0
1,1,0,1,0,0,1,0,1,0,0,1.0
0,0,1,1,0,0,1,1,0,1,1,1.0
1,1,1,1,0,0,1,0,0,1,0,0.0
0,1,0,0,1,1,0,1,0,0,0,1.0
1,1,0,1,0,0,0,1,1,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,1,0,0,1,1,1,1,1,0,1.0
1,1,1,1,0,0,0,1,1,1,1,1.0
0,0,1,1,0,0,1,0,0,1,0,0.0
0,1,0,0,0,1,0,1,1,1,1,1.0
0,0,0,1,0,0,0,1,0,0,1,1.0
1,1,1,0,0,1,0,1,1,1,0,1.0
1,1,1,1,0,0,1,0,0,1,1,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,0,1,1,0,0,1,1,0,1,1,1.0
1,1,0,0,1,1,0,1,0,0,1,1.0
1,0,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,0,0,0,1,1,0.0
1,1,1,0,0,1,0,1,0,1,0,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,0,1,0,0,0,1,0,1,1,1.0
1,1,1,1,1,1,1,1,1,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,0,1,1,0,1,1,0,1,1,1.0
1,0,1,1,1,0,0,1,1,1,1,1.0
1,1,1,0,0,0,0,0,0,0,0,0.0
1,1,0,0,0,0,1,0,0,1,1,1.0
1,1,1,0,0,0,1,0,0,1,0,0.0
1,1,0,0,1,1,1,1,1,1,1,1.0
0,0,0,1,0,0,1,0,0,0,1,0.0
0,0,0,0,0,0,1,1,0,1,1,1.0
1,1,0,1,0,0,0,1,0,1,1,1.0
1,1,1,0,0,1,0,1,1,1,0,1.0
0,0,0,0,0,0,0,1,0,0,1,1.0
0,0,1,0,0,1,1,1,0,0,1,1.0
1,1,1,1,0,0,1,0,0,0,0,0.0
1,1,0,1,0,0,0,1,0,1,1,1.0
1,1,0,0,0,0,0,1,0,0,0,1.0
1,1,1,0,1,1,1,1,0,0,0,1.0
0,0,0,0,1,0,0,0,1,1,1,1.0
1,1,0,0,0,0,1,0,0,1,1,1.0
0,0,0,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,1,0,0,1,1,0.0
0,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,1,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,1,1,1,1,0,1,1,1.0
1,1,1,1,0,0,1,1,0,1,1,1.0
0,0,0,0,0,0,1,0,0,0,1,0.0
1,1,1,0,0,0,1,1,0,0,1,1.0
1,1,1,0,0,0,0,0,1,1,0,1.0
0,0,0,0,1,0,1,1,0,1,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,1,0,0,0,0,1,0,0,0,0,1.0
0,0,1,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,1,1,1,1,0,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,1,1,0,0,0,0,0,1,1,0,1.0
1,1,1,0,0,0,1,1,0,0,1,1.0
1,1,1,1,0,1,1,1,0,1,1,1.0
0,1,0,0,0,0,0,1,1,1,1,1.0
0,0,1,0,0,0,0,1,0,1,1,1.0
1,0,1,1,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,0,0,1,0,0,1.0
1,0,1,0,1,1,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,1,1,0,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,0,0,0,1,1,0.0
1,1,1,1,0,0,1,1,0,1,1,1.0
1,1,0,1,0,0,0,0,0,0,0,1.0
0,0,0,0,0,0,0,1,1,1,1,1.0
0,0,0,0,1,1,0,1,0,1,0,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,0,0,1.0
1,1,0,0,0,0,1,1,1,1,1,1.0
1,1,1,1,0,0,1,0,0,0,1,0.0
1,1,0,0,0,0,0,1,1,1,1,1.0
0,0,1,0,0,0,0,1,1,0,1,1.0
1,1,1,1,0,0,0,0,0,1,1,0.0
1,0,1,1,0,0,1,0,0,1,1,0.0
1,1,0,1,0,1,0,1,1,0,1,1.0
1,1,1,0,0,1,0,1,1,1,1,1.0
1,1,0,0,0,1,1,1,1,1,1,1.0
1,1,1,0,1,1,1,1,0,1,1,1.0
1,1,1,1,1,1,1,1,0,0,0,1.0
1,1,0,1,0,1,1,1,0,1,1,1.0
1,1,0,0,0,0,1,1,1,1,1,1.0
1,1,1,1,1,0,0,1,0,0,1,1.0
1,1,1,0,0,1,1,1,1,1,0,1.0
1,1,0,0,0,0,0,0,0,0,0,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
1,1,1,0,0,1,0,1,0,1,1,1.0
0,0,1,0,1,0,0,0,0,0,0,0.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,0,0,0,0,1,1,1,1,1,1,1.0
0,0,0,1,1,0,1,1,1,1,1,1.0
1,1,1,0,0,1,1,1,1,1,1,1.0
1,1,0,1,0,0,0,1,1,1,1,1.0
1,1,1,1,0,0,1,0,0,0,0,0.0
1,1,1,0,1,1,1,0,0,1,1,0.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
0,0,1,0,0,0,1,1,0,0,1,1.0
0,0,0,1,0,0,0,0,0,0,0,0.0
1,1,0,0,0,0,1,0,1,1,1,1.0
1,1,1,0,0,0,0,0,1,1,1,1.0
1,1,0,0,0,1,0,1,0,1,1,1.0
1,1,0,0,0,1,1,0,0,0,0,0.0
0,1,0,0,1,1,1,1,0,1,1,1.0
0,0,1,0,0,1,0,1,0,0,1,1.0
1,1,0,0,0,0,0,1,0,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,0,1,0,0,1,0,1,0,1,1,1.0
1,1,1,0,0,0,0,0,0,0,1,0.0
1,1,1,0,0,0,1,0,0,1,1,0.0
0,0,0,0,0,1,1,1,0,0,0,0.0
1,1,0,1,0,0,0,0,1,1,1,1.0
1,1,0,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,1,0,0,1,1,0.0
1,1,1,1,0,1,0,1,0,0,0,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
0,0,0,0,0,0,1,1,1,1,1,1.0
1,1,0,1,0,0,1,0,0,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
0,0,1,1,0,0,1,0,1,1,1,0.0
0,0,1,1,0,0,0,1,0,1,1,1.0
1,1,1,0,1,0,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,0,0,0,0,0,1,0,1,1,1.0
1,1,1,1,0,0,1,1,0,0,1,1.0
1,1,0,1,0,0,0,1,1,1,1,1.0
0,0,0,0,0,0,1,1,0,0,0,1.0
1,1,1,0,1,1,0,1,1,1,1,1.0
1,0,1,1,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,0,1,0,0,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
0,1,0,0,1,1,1,1,1,1,1,1.0
1,1,0,0,0,0,1,1,1,1,1,1.0
1,1,0,1,1,0,1,1,1,1,1,1.0
1,1,0,0,0,1,0,0,0,0,0,0.0
0,0,0,0,0,1,1,0,0,0,0,0.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,1,0,0,1,1,1,1,1,1.0
1,0,0,1,1,0,1,1,1,1,1,1.0
1,1,0,1,1,1,0,1,0,0,0,1.0
1,1,1,0,0,0,1,0,0,0,0,0.0
1,1,1,0,0,1,0,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
0,0,1,0,0,0,0,1,0,0,1,1.0
1,1,1,1,0,0,1,1,0,1,1,1.0
1,1,1,0,0,1,0,1,1,1,1,1.0
1,1,0,1,0,0,0,1,0,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,0,0,0,0,1,0,0,0,0,1.0
1,1,1,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,1,1,1,1,1,1.0
0,1,0,0,0,0,1,0,0,0,0,0.0
0,0,0,0,1,1,0,1,1,1,1,1.0
1,1,1,0,0,0,0,1,0,0,1,1.0
1,1,0,0,0,1,0,1,0,1,1,1.0
1,1,1,0,0,0,1,0,0,0,1,0.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,0,0,1.0
1,1,1,0,0,1,0,0,0,0,1,0.0
1,1,1,0,0,0,1,0,0,0,0,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
0,0,1,0,0,0,0,1,0,0,1,1.0
1,1,1,0,0,1,1,1,0,0,0,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,0,1,0,0,1,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
0,0,0,0,0,0,1,0,0,0,0,0.0
1,1,1,0,0,0,0,1,0,1,1,1.0
0,0,0,0,1,1,1,1,0,1,1,1.0
1,1,1,1,0,0,0,0,1,1,0,1.0
1,1,1,1,0,0,0,0,0,0,0,0.0
1,1,1,1,0,0,0,0,0,1,1,0.0
1,0,1,1,0,0,0,0,1,1,1,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
0,0,1,0,0,0,0,0,0,1,1,0.0
0,0,0,0,1,1,1,1,1,0,1,1.0
0,1,0,0,0,0,0,1,1,1,1,1.0
1,1,0,1,0,0,1,0,0,0,0,1.0
1,1,1,1,1,1,0,1,0,1,0,1.0
0,1,0,0,1,1,0,0,0,0,0,0.0
1,1,0,1,0,0,0,0,0,1,1,1.0
1,1,0,0,0,0,0,0,0,0,0,1.0
1,1,1,0,1,1,1,1,0,0,0,1.0
0,0,0,0,1,1,0,1,1,1,1,1.0
1,1,0,1,0,1,0,1,0,0,1,1.0
0,0,0,0,0,0,1,1,0,0,0,1.0
1,0,1,1,0,0,1,0,0,0,1,0.0
1,1,1,1,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,0,1,0,0,1,1.0
1,1,0,1,0,0,1,0,0,1,1,1.0
1,1,1,1,0,0,1,1,0,1,1,1.0
1,1,1,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,1,0,1,0,0,0,1.0
1,1,0,0,0,0,1,0,0,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
1,1,0,0,0,0,1,1,0,0,1,1.0
1,1,0,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
0,1,0,0,0,0,1,1,0,1,1,1.0
1,1,0,1,1,1,0,1,1,1,1,1.0
0,1,0,0,0,0,1,0,0,0,0,0.0
0,0,1,0,0,0,1,0,0,0,0,0.0
1,1,1,1,0,0,0,1,0,1,1,1.0
0,0,1,1,1,0,1,1,0,1,1,1.0
0,0,0,0,0,1,0,1,0,1,1,1.0
0,1,0,0,0,1,1,0,0,0,0,0.0
1,1,1,0,0,1,0,1,0,1,1,1.0
1,1,0,0,0,0,1,1,1,1,1,1.0
1,1,1,1,0,0,1,0,0,0,0,0.0
1,1,1,1,0,0,0,1,0,0,0,1.0
0,0,0,0,0,1,1,1,0,0,1,0.0
1,1,0,1,1,1,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,0,0,0,0,1,1,1,1,0,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
0,0,0,0,0,0,1,1,0,1,1,1.0
1,1,0,1,0,1,1,1,0,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,0,1,1.0
0,0,0,1,0,1,0,1,0,0,0,1.0
1,0,1,0,0,1,0,1,1,1,1,1.0
1,1,0,1,0,1,0,1,0,1,1,1.0
1,1,1,1,0,0,1,1,1,1,1,1.0
0,1,1,0,0,0,1,0,1,0,0,0.0
1,1,1,0,0,1,1,1,0,0,1,1.0
0,0,1,1,0,1,0,1,0,0,0,1.0
1,1,0,1,0,0,1,0,0,1,0,1.0
1,1,1,1,0,0,0,0,0,1,1,0.0
1,1,1,0,0,0,0,0,0,1,0,0.0
0,0,0,0,1,1,0,1,0,1,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,1,0,1,0,1,0,1,0,0,0,1.0
1,1,0,0,0,0,1,0,0,1,0,1.0
0,0,0,0,0,1,0,1,0,1,1,1.0
0,0,1,0,0,0,1,1,0,1,0,1.0
1,1,0,0,0,0,0,0,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,1,1,1,1,1,1,1,1,1.0
1,1,0,0,0,1,0,1,0,1,1,1.0
0,0,0,0,0,1,0,1,1,1,1,1.0
1,1,1,0,0,1,0,1,0,1,0,1.0
1,1,0,0,1,1,0,1,0,1,1,1.0
0,1,0,0,0,0,0,1,0,0,0,1.0
1,1,1,0,0,0,0,0,1,1,0,1.0
1,1,1,1,0,0,1,0,1,1,1,1.0
0,0,0,1,0,1,1,1,1,1,1,1.0
1,1,0,1,1,1,0,0,0,0,0,0.0
1,1,1,0,0,0,1,0,1,1,0,1.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,1,1,1,1,1,1,1.0
1,1,1,1,0,0,1,0,0,1,1,0.0
1,1,1,0,1,0,0,0,0,1,1,1.0
1,1,1,0,0,1,1,1,1,1,1,1.0
1,1,1,1,0,0,0,1,0,0,1,1.0
1,1,0,0,0,1,1,1,1,1,1,1.0
1,1,1,0,0,0,1,1,0,0,1,1.0
0,0,1,0,1,1,0,1,0,1,0,1.0
1,1,1,0,1,0,1,1,0,1,1,1.0
1,1,1,0,1,0,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,0,0,1,0,0.0
1,1,0,1,0,0,0,1,0,1,1,1.0
0,0,1,0,0,1,0,0,1,1,1,0.0
1,1,1,1,0,0,0,1,1,1,1,1.0
1,1,1,0,1,1,1,1,0,0,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,1,1,1,0,0,1,0,0,1,1,0.0
1,1,1,0,0,0,0,0,0,0,1,0.0
1,1,0,0,1,0,0,0,0,1,1,1.0
1,1,1,0,0,0,1,0,0,0,0,0.0
0,1,0,0,1,1,1,1,0,1,1,1.0
0,0,1,1,0,1,1,1,0,0,0,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,0,1,1,0,1,1,1,1,1,1,1.0
0,0,0,0,1,1,0,1,0,0,1,1.0
1,1,0,1,0,0,1,1,1,1,1,1.0
0,1,0,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,0,0,0,0,0.0
1,0,1,0,0,0,0,1,1,1,1,1.0
1,1,0,0,0,0,0,1,1,1,1,1.0
1,1,1,0,0,1,1,1,0,0,1,1.0
1,1,0,0,0,1,1,1,0,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,1,1,0,1,0,1,1,1,1,1.0
1,1,1,0,0,1,0,1,0,0,0,1.0
1,1,0,0,1,1,1,1,1,1,1,1.0
0,1,0,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
1,1,1,1,0,0,1,1,1,1,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
0,0,0,0,0,1,1,1,0,0,0,0.0
1,1,0,1,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,1,0,0,1,0,0,1,1,0.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,0,1,0,0,1,1,1,0,0,1.0
1,1,0,1,1,1,1,1,1,1,1,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,1,1,0,1,1,1,1,1,1,1.0
1,0,1,1,0,0,1,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,1,0,1,1,1,1,1.0
1,1,0,1,1,0,1,1,0,1,1,1.0
0,1,0,0,0,1,0,1,0,0,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,1,1,0,1,0,1,1,1,1,1.0
1,1,1,0,0,0,0,0,1,1,0,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,0,0,0,1,1,0.0
1,1,1,1,1,0,0,1,1,1,1,1.0
0,0,0,0,1,1,1,1,1,1,1,1.0
1,1,1,0,0,0,1,0,0,1,0,0.0
1,0,1,0,0,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,1,0,0,1,1.0
1,1,1,0,0,1,0,1,1,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,0,1,0,0,0,0,0,1,0,1.0
1,1,1,0,0,1,0,1,0,1,1,1.0
0,0,0,0,1,1,0,1,1,1,1,1.0
1,1,1,0,1,1,0,1,1,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,0,0,0,0,1,1,0,1,1,1.0
1,1,1,1,1,1,1,1,0,1,1,1.0
1,1,0,0,0,0,1,1,1,1,1,1.0
0,0,1,0,0,0,1,0,0,0,0,0.0
1,1,0,0,0,1,1,1,1,1,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,0,0,1,0,0,1,0,0,1,1.0
0,1,0,0,0,0,0,0,1,1,1,0.0
1,1,1,1,0,0,1,1,1,1,1,1.0
0,0,1,0,0,0,1,0,0,0,0,0.0
1,1,1,1,0,1,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
1,1,1,0,1,0,1,0,0,1,1,0.0
0,0,1,0,0,1,0,1,0,1,1,1.0
1,1,1,1,1,1,0,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
1,1,1,0,0,0,1,0,1,1,0,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
0,0,0,1,1,0,1,1,1,1,1,1.0
1,1,0,1,0,1,1,1,1,1,0,1.0
1,1,1,0,0,1,1,1,0,1,1,1.0
0,0,0,1,0,1,0,0,1,0,1,0.0
1,1,1,0,0,0,0,0,0,1,0,0.0
0,0,0,1,0,0,1,1,0,1,1,1.0
0,0,0,1,0,0,1,1,0,0,1,1.0
1,1,1,1,0,0,0,0,0,0,1,0.0
0,0,0,0,0,1,1,1,1,1,1,1.0
0,0,0,1,0,1,1,1,0,0,0,1.0
0,0,1,1,0,0,0,1,0,0,0,1.0
1,0,1,0,0,0,0,1,0,1,1,1.0
0,0,1,1,0,1,0,1,0,1,1,1.0
1,1,0,1,1,1,0,1,0,1,1,1.0
1,1,1,0,1,1,0,1,0,1,1,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
0,0,0,0,0,0,1,0,1,0,0,0.0
1,1,0,1,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,1,1,1,1,0,1.0
1,1,1,1,0,1,0,1,1,1,1,1.0
1,1,1,1,0,0,1,1,0,1,0,1.0
1,1,1,1,0,0,0,0,1,1,1,1.0
1,1,1,0,0,0,0,1,0,1,1,1.0
0,0,0,0,0,0,1,1,0,1,1,1.0
1,1,1,1,0,1,1,1,0,1,1,1.0
1,1,0,0,0,0,0,1,0,1,1,1.0
1,1,0,0,1,0,1,1,1,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
0,0,0,0,0,1,0,1,1,1,1,1.0
1,1,1,1,0,0,0,0,1,1,1,1.0
0,0,1,1,0,1,1,1,0,0,0,1.0
1,1,1,1,0,1,0,1,0,1,1,1.0
1,1,0,0,0,0,0,0,0,0,0,1.0
0,1,0,1,0,0,0,1,0,0,0,1.0
1,0,1,0,0,0,0,0,0,1,0,0.0
1,1,1,0,0,0,1,1,0,0,1,1.0
0,1,0,0,0,0,1,0,1,1,0,0.0
1,1,0,0,0,0,1,1,0,1,1,1.0
0,0,0,0,0,1,1,0,0,0,0,0.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,1,0,1,1,1.0
1,1,1,1,0,0,1,0,0,1,1,0.0
1,0,1,0,1,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,0,0,0,0,1,1,0,1,1,1.0
1,1,1,0,0,0,1,1,1,0,0,1.0
1,1,1,0,1,1,0,0,0,0,0,0.0
1,1,1,1,0,1,0,1,0,0,0,1.0
1,1,1,0,0,0,1,0,1,1,1,1.0
1,1,1,0,0,0,1,1,1,1,1,1.0
1,1,0,0,1,1,1,1,1,1,1,1.0
1,1,1,0,1,1,1,1,1,1,1,1.0
0,0,0,0,0,1,1,1,1,1,1,1.0
1,1,1,1,0,0,0,0,0,0,1,0.0
0,1,1,0,0,0,1,1,0,0,1,1.0
1,1,1,0,1,0,0,1,0,1,1,1.0
1,1,0,0,0,0,1,1,1,1,1,1.0
0,0,1,0,1,1,0,1,0,1,1,1.0
0,0,0,0,0,0,1,0,0,0,0,0.0
1,1,0,0,0,0,1,0,0,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
0,0,0,0,1,1,1,1,0,1,1,1.0
1,1,0,0,0,0,0,1,0,0,0,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
0,1,0,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,0,0,1,1,1,1,1.0
1,1,0,1,0,0,1,0,0,1,0,1.0
1,1,0,0,0,0,0,0,0,0,0,1.0
0,0,0,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,1,0,1,1,1,1,1.0
1,1,1,0,0,1,0,1,0,0,0,1.0
1,1,1,1,0,0,0,1,0,1,1,1.0
1,1,0,1,0,0,0,1,1,1,1,1.0
1,1,1,1,0,1,0,1,1,1,1,1.0
1,1,0,0,0,0,1,1,0,0,0,1.0
0,0,0,0,0,0,1,1,1,1,1,1.0
1,1,1,1,1,1,1,1,1,1,1,1.0
0,0,0,0,0,0,1,1,1,1,1,1.0
1,1,1,0,0,1,1,0,1,1,1,0.0
0,0,1,0,0,1,0,1,0,0,0,1.0
